ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Reviewer,Review
29-77,29/03/23 21:58:49,https://twitter.com/paosese/status/1605665771606003712,29,"Libiran, Kyle David",AQNO,Allegations Surrounding the Aquinos,Aquino Corrupt,@paosese,💤🤩,"Auch wenn deine Nähe gift wär ich würde bei dir sein, so lange bis ich sterbe ♥️",Identified,01/16,409,463,,Engot! Sabihin mo sa idol mong Aquino na corrupt 👍 dapat noon pa umunlad ng husto ang Pinas 🙄,,"Text, Reply",22/12/22 04:45,,Emotional,2,0,0,,41,,"There were no evidences nor context given just pure opinion.
Although there were cases filed against Noynoy he was not charged guilty of any of them and some were dropped therefore he is not corrupt until proven which also means that the allegation is unproven. Also, there were no news about Cory being corrupt therefore the allegations against her are false 

Some cases filed against Noynoy but isn't proven yet:

[https://www.reuters.com/article/us-philippines-corruption-aquino-idUSKBN1JG155]

[https://www.cnnphilippines.com/news/2019/8/22/aquino-mamasapano-criminal-charges.html]

","No location

Considered Identified because the account handle and display picture may be her. However, still not possible to know if it is really her",,
29-78,29/03/23 22:12:35,https://twitter.com/RRoiski/status/1598298941459927040,29,"Libiran, Kyle David",AQNO,Allegations Surrounding the Aquinos,Ninoy NPA,@RRoiski,Papasito,"A loner type of person, but easy to get along with",Anonymous,03/16,485,174,,You must ba an NPA or NPA supporter to admire ninoy as he was one of the founders of cpp/NPA. So yeah he is not a hero for he causes d lost of lives of smany sp IP's ànd children. He was convicted of TREASON..,,"Text, Reply",01/12/22 20:52,,Rational,0,0,0,,,,"While Ninoy Aquino was not openly hostile to the CPP, there was no evidence to support the claim that he helped organize the CPP-NPA or the MNLF.

[https://www.rappler.com/newsbreak/fact-check/ninoy-aquino-organizer-cpp-npa-mnlf/]",No location,,
29-79,29/03/23 22:21:26,https://twitter.com/jlisastupidname/status/1408056691422236673,29,"Libiran, Kyle David",AQNO,Allegations Surrounding the Aquinos,Noynoy corrupt,@jlisastupidname,Prettyboi JL,Life is a conundrum of esoterica,Identified,04/15,160,157,,Noynoy is still a corrupt politician. Mf never deserves my respect. Parehas lang sila ni Du30.,,Text,24/06/21 21:37,,Emotional,1,0,0,,,,"There were no evidences nor context given just pure opinion.
Although there were cases filed against Noynoy he was not charged guilty of any of them and some were dropped therefore he is not corrupt until proven which also means that the allegation is unproven. 

Some cases filed against Noynoy but isn't proven yet:

[https://www.reuters.com/article/us-philippines-corruption-aquino-idUSKBN1JG155]

[https://www.cnnphilippines.com/news/2019/8/22/aquino-mamasapano-criminal-charges.html]

",No location,,
29-80,29/03/23 22:24:29,https://twitter.com/JohnsCorp1/status/1584828734422798337,29,"Libiran, Kyle David",AQNO,Allegations Surrounding the Aquinos,Aquino Corrupt,@JohnsCorp1,Madumb Lugaw 40×4=1600,"Please, stay BITTER for 6 years, plus 18 more years 💅🏼",Anonymous,10/22,1,1,Antarctica,Aquino's administration is the real corrupt. The 10 million flagpole is just the tip of the iceberg..,,Text,25/10/22 16:46,,Rational,0,0,0,,,,"There were no solid evidences given just pure opinion.
Although there were cases filed against Noynoy he was not charged guilty of any of them and some were dropped therefore he is not corrupt until proven which also means that the allegation is unproven. Also, there were no news about Cory being corrupt therefore the allegations against her are false 

Some cases filed against Noynoy but isn't proven yet:

[https://www.reuters.com/article/us-philippines-corruption-aquino-idUSKBN1JG155]

[https://www.cnnphilippines.com/news/2019/8/22/aquino-mamasapano-criminal-charges.html]

",Unsure if location is real,,
29-81,29/03/23 22:30:12,https://twitter.com/seniorrrrrita/status/1191451050332409857,29,"Libiran, Kyle David",AQNO,Allegations Surrounding the Aquinos,Noynoy corrupt,@seniorrrrrita,daniella,| Songs of Songs🌹💕 | Zaza | VIII • XII • ♌ |,Identified,03/16,127,35,,"a big shout out to your BALD, GOOD-FOR-NOTHING, CORRUPT FORMER PRESIDENT, NOYNOY AQUINO!",,"Text, Reply",05/11/19 04:24,,Emotional,0,0,0,,,,"There were no evidences nor context given just pure opinion.
Although there were cases filed against Noynoy he was not charged guilty of any of them and some were dropped therefore he is not corrupt until proven which also means that the allegation is unproven. Also, there were a lot of achievements during the time of the Aquinos like high economy, low inflation, infrastructures and more shown in the link below.

Some cases filed against Noynoy but isn't proven yet:

[https://www.reuters.com/article/us-philippines-corruption-aquino-idUSKBN1JG155]

[https://www.cnnphilippines.com/news/2019/8/22/aquino-mamasapano-criminal-charges.html]

Aquino Achievements
[https://newsinfo.inquirer.net/1450807/noynoy-aquinos-rule-numbers-tell-part-of-the-story]",No location,,
29-82,29/03/23 22:47:25,https://twitter.com/Noormzz_/status/1567700079963951106,29,"Libiran, Kyle David",AQNO,Allegations Surrounding the Aquinos,Aquino corrupt,@Noormzz_,Normz,Senior,Anonymous,07/22,46,59,,Mga corrupt na mga dilawan at Aquino.,,"Text, Reply",08/09/22 10:23,,Rational,0,0,0,,,,"There were no evidences nor context given just pure opinion.
Although there were cases filed against Noynoy he was not charged guilty of any of them and some were dropped therefore he is not corrupt until proven which also means that the allegation is unproven. Also, there were no news about Cory being corrupt therefore the allegations against her are false 

Some cases filed against Noynoy but isn't proven yet:

[https://www.reuters.com/article/us-philippines-corruption-aquino-idUSKBN1JG155]

[https://www.cnnphilippines.com/news/2019/8/22/aquino-mamasapano-criminal-charges.html]

",No location,,
29-83,29/03/23 22:54:59,https://twitter.com/wistlebomber/status/987674215305367552,29,"Libiran, Kyle David",AQNO,Allegations Surrounding the Aquinos,Noynoy corrupt,@wistlebomber,🦅D'Dfender(TRUMP-DU30)🦅🇺🇸🇵🇭🇬🇧🇫🇷🇮🇱🇯🇵,"🇺🇸0-9( VADM )officer of the navy, Mechanical Eng'r., Computer programmer & active patriot🎩.
#MOTTO; Non sibi sed patriae
#MAGA DEFENDER💥
#DU30 DEFENDER👊",Anonymous,03/11,15k,15.8k,"Nava de Francia, España",Filipinos are now realize that the previous administration under President Noynoy Panot Aquino was the most corrupt administration.,,Text,21/04/18 20:47,,Rational,6,0,4,,,,"There were no evidences nor context given just pure opinion.
Although there were cases filed against Noynoy he was not charged guilty of any of them and some were dropped therefore he is not corrupt until proven which also means that the allegation is unproven. Also, there were a lot of achievements during the time of the Aquinos like high economy, low inflation, infrastructures and more shown in the link below.

Some cases filed against Noynoy but isn't proven yet:

[https://www.reuters.com/article/us-philippines-corruption-aquino-idUSKBN1JG155]

[https://www.cnnphilippines.com/news/2019/8/22/aquino-mamasapano-criminal-charges.html]

Aquino Achievements
[https://newsinfo.inquirer.net/1450807/noynoy-aquinos-rule-numbers-tell-part-of-the-story]","Most likely a troll account with fake location. However, still unsure since there are also a lot of info about the person like job in the bio and has a lot of followers.",,
29-84,29/03/23 23:02:11,https://twitter.com/Ghost_JR03/status/1562706520084647936,29,"Libiran, Kyle David",AQNO,Allegations Surrounding the Aquinos,Aquino corrupt,@Ghost_JR03,Ghost Jr,,Anonymous,01/12,415,164,,"How many years did the Aquino's led our country? Why do think we still have corruption? Truth is, they're also corrupt😂🤣",,"Text, Reply",25/08/22 15:40,,Rational,1,0,0,,,,"There were no evidences nor context given just pure opinion.
Although there were cases filed against Noynoy he was not charged guilty of any of them and some were dropped therefore he is not corrupt until proven which also means that the allegation is unproven. Also, there were a lot of achievements during the time of the Aquinos like high economy, low inflation, infrastructures and more shown in the link below.

Some cases filed against Noynoy but isn't proven yet:

[https://www.reuters.com/article/us-philippines-corruption-aquino-idUSKBN1JG155]

[https://www.cnnphilippines.com/news/2019/8/22/aquino-mamasapano-criminal-charges.html]

Aquino Achievements
[https://newsinfo.inquirer.net/1450807/noynoy-aquinos-rule-numbers-tell-part-of-the-story]","No Bio, No location, May be a personal account but it cannot be traced",,
29-85,29/03/23 23:07:23,https://twitter.com/carenpo13/status/983599080772382720,29,"Libiran, Kyle David",AQNO,Allegations Surrounding the Aquinos,Aquino Kurakot ,@carenpo13,Catherine Bonghanoy,"ALWAYS LOVE GOD FIRST
GabeDyllan
GabeCrisjim
GabeKobe
Greg Zacharia",Identified,11/11,603,90,"Dasmarinas, Calabarzon",Kurakot tlga ang mga Aquino kala mo sinong mga malilinis wala naman nagawa kundi purwisyo https://facebook.com/story.php?story_fbid=1908057585879464&id=100000257246457,,"Text, URL",10/04/18 14:54,,Emotional,0,0,0,,,,"There were no evidences nor context given just pure opinion.
Although there were cases filed against Noynoy he was not charged guilty of any of them and some were dropped therefore he is not corrupt until proven which also means that the allegation is unproven. Also, there were no news about Cory being corrupt therefore the allegations against her are false 

Some cases filed against Noynoy but isn't proven yet:

[https://www.reuters.com/article/us-philippines-corruption-aquino-idUSKBN1JG155]

[https://www.cnnphilippines.com/news/2019/8/22/aquino-mamasapano-criminal-charges.html]

",URL link is broken,,
29-86,29/03/23 23:12:43,https://twitter.com/aybama/status/962505833987809280,29,"Libiran, Kyle David",AQNO,Allegations Surrounding the Aquinos,Noynoy corrupt,@aybama,arlie dollaga,"Interested in people and events, and to discern the truthfulness for all is not what it seems since men took different actions for different reasons.",Identified,04/11,1179,827,Q.C.,PRRD is an angel in dictator's clothing while the yellows lead by Noynoy are evils in angels clothing. They're so corrupt! #NoMoreYellows,,Text,11/02/18 09:57,,Rational,1,0,0,,,,"There were no evidences nor context given just pure opinion.
Although there were cases filed against Noynoy he was not charged guilty of any of them and some were dropped therefore he is not corrupt until proven which also means that the allegation is unproven. 

Some cases filed against Noynoy but isn't proven yet:

[https://www.reuters.com/article/us-philippines-corruption-aquino-idUSKBN1JG155]

[https://www.cnnphilippines.com/news/2019/8/22/aquino-mamasapano-criminal-charges.html]

",,,
29-87,29/03/23 23:17:51,https://twitter.com/alikan_rik/status/1561333913108111360,29,"Libiran, Kyle David",AQNO,Allegations Surrounding the Aquinos,Ninoy NPA,@alikan_rik,RIK ALIKAN,Simple person,Anonymous,08/22,43,7,,Ninoy is not a Hero he is the one founder of CPP NPA NDF,,"Text,Reply",21/08/22 20:46,,Rational,1,0,0,,,,"While Ninoy Aquino was not openly hostile to the CPP, there was no evidence to support the claim that he helped organize the CPP-NPA or the MNLF.

[https://www.rappler.com/newsbreak/fact-check/ninoy-aquino-organizer-cpp-npa-mnlf/]",No location,,
29-88,29/03/2023 22:48:23,https://twitter.com/jmfs1972excom/status/1529082418287652865,29,"Murillo, Joana Marie",AQNO,Allegations Surrounding the Aquinos,"Ninoy not a hero, founder of cppnpa",@jmfs1972excom,jmSomes,friendly,Anonymous,02/22,33,4,"National Capital Region, Repub","@SETHXYRILL @CalltoActivism Ur making Fakenews , Cory never win in election,ninoy is not a hero he is founder of cppnpa a traitor,noynoy transfer billion of tons of gold i n Singapore from centralbank,Marcos is the best president aquino yelowpink is communist",,"Text, Reply",24/05/22 12:50,,Rational,0,0,0,,,,"While Ninoy Aquino was not openly hostile to the CPP, there was no evidence to support the claim that he helped organize the CPP-NPA or the MNLF.",,,
29-89,29/03/2023 22:53:46,https://twitter.com/Ynhishoes/status/1517370197551697920,29,"Murillo, Joana Marie",AQNO,Allegations Surrounding the Aquinos,"Ninoy not a hero, father of CPP NPA",@Ynhishoes,❤FLYHIGHBBMSARA,,Anonymous,08/16,474,496,Republic of the Philippines,"Yes mai lola before she pass away...

Ninoy Aquino is not a Hero, he is a father of CPP NPA in the Philippines. Ma ng Komunsitang tinitatag ng kaibigan nyang si Joma Sison. 

https://t.co/UF7rO4QCWM",,"Text, URL, Video, Quote Tweet",22/04/22 05:10,,Rational,1,0,0,,,,"While Ninoy Aquino was not openly hostile to the CPP, there was no evidence to support the claim that he helped organize the CPP-NPA or the MNLF.",No bio.,,
29-90,29/03/2023 22:57:31,https://twitter.com/up_kyla/status/1515417923271430147,29,"Murillo, Joana Marie",AQNO,Allegations Surrounding the Aquinos,"Ninoy not a hero, forerunner CPP",@up_kyla,AlphaOneRene,fun loving,Anonymous,02/22,4881,3448,,"Ninoy is not a hero but a foremost traitor, he is responsible in the creation of the two potent groups of killers in the history of our nation, Mindanao Seccessionist in collaboration with Malaysia Government and the National Communist Insurgencies, the forerunner of CPP/NPA... https://t.co/vcnZpPi6W6",,"Text, Image",16/04/22 19:52,,Rational,19,2,13,,,,"While Ninoy Aquino was not openly hostile to the CPP, there was no evidence to support the claim that he helped organize the CPP-NPA or the MNLF.",No location,,
29-91,29/03/2023 23:04:25,https://twitter.com/WangduPungsukh/status/1510231746503069703,29,"Murillo, Joana Marie",AQNO,Allegations Surrounding the Aquinos,"Ninoy not a hero, NPA FOUNDER",@WangduPungsukh,Pungsukh Wangdu,Handsome,Anonymous,02/22,10,0,,@Chreeeesssstian @KrisAquinoWORLD NINOY NOT A HERO..HAHAHA..NPA FOUNDER..,,"Text, Reply",02/04/22 12:24,,Emotional,1,0,0,,,,"While Ninoy Aquino was not openly hostile to the CPP, there was no evidence to support the claim that he helped organize the CPP-NPA or the MNLF.",No location,,
29-92,29/03/2023 23:10:21,https://twitter.com/bivoc1/status/1429407736639365122,29,"Murillo, Joana Marie",AQNO,Allegations Surrounding the Aquinos,"Ninoy not a hero, CPP-NPA founder",@bivoc1,bivoc,,Anonymous,04/20,5,0,,"@_thee_jay_ common, ninoy is big traitor and not a hero npa founder",,"Text, Reply",22/08/22 11:38,,Rational,0,0,0,,,,"While Ninoy Aquino was not openly hostile to the CPP, there was no evidence to support the claim that he helped organize the CPP-NPA or the MNLF.",No bio and locaton,,
29-93,29/03/2023 23:21:11,https://twitter.com/Michael550265/status/1397321656247283712,29,"Murillo, Joana Marie",AQNO,Allegations Surrounding the Aquinos,CPP-NPA founder Ninoy,@Michael550265,Michael,This is the way,Anonymous,05/21,104,253,,"@bobitiglao So it is @noynoyaquino son of the bitch Cory and the CPP-NPA founder Ninoy that was responsible for the loss of Panatag Shoal.

Sobra sobrang laki ng katrayduran ang ginawa ng corrupt at mamatay taong pamilya Aquino na iyan sa bayan.  Mga manloloko at sinungaling.",,"Text, Reply",25/05/21 22:40,,Rational,0,1,0,,,,"While Ninoy Aquino was not openly hostile to the CPP, there was no evidence to support the claim that he helped organize the CPP-NPA or the MNLF.",No location,,
