ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,"Joined
Format:",Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted ,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Tweet ID,,,,,Teacher's Remarks,Reviewer,Review,Reviewer's Remarks
35-204,30/03/23 16:09:14,https://twitter.com/GorrilaCrypto/status/1440269474087587846,35,Glenn Walter V. Lim,AQNO,False claims about the validity and presidency of Cory Aquino and about the EDSA revolution,"cory aquino 1 trillion, budget",@GorrilaCrypto,CryptoGorillaTrader,"Trader. Trade with us here on Bitget and let's trade together. Follow me to get more  Free Signals
👇 
https://partner.bitget.com/bg/egds03481677399365777",Anonymous,21-Aug,107,465,N/A,"#NumbersDontLie

In 21 years Marcos spent 486,273 Billion built more infrastructures and etc compared to other admin.
while Cory Aquino 
spent 1,077,895 Trillion in just few years..😂",,"Text, reply",21/09/21 18:59,https://drive.google.com/file/d/1jxPtshD4wKwsLy8yzyuXAm_reqG4RNNa/view?usp=share_link,Rational,13,0,0,0,,FALSE,FALSE: ‘NSO’ figures comparing spending budget of 3 ex-presidents,This tweet is a reply to: https://twitter.com/bamaquino/status/1440258164260179968,,,,,,,,,
35-205,30/03/23 16:27:53,https://twitter.com/7david7777/status/1477048008948981760,35,Glenn Walter V. Lim,AQNO,False claims about the validity and presidency of Cory Aquino and about the EDSA revolution,"cory aquino 1 trillion, budget",@7david7777,david perez,AMA college artist painter writer composer art collector haciendero taga pag yaman prinsipe ng mga luna at prinsipe ng mga perez.,Identified,13-Jan,924,217,kingsville executive village,"Tignan mo nalang sa span ng services nila logic compare mo yun span ng term ni Cory Aquino to spend the budget for nothing or no project. Yun kay Marcos lahat ng tinatapakan mo at natatanaw mo sa kanya.
Yan yun budget for the whole infrastructure bridges,",,"Text, reply, image",1/1/22 6:44,https://drive.google.com/file/d/17LSkt4li55ZeYz5LSsylmoSkjAnu91Sk/view?usp=share_link,Rational,0,4,0,0,,FALSE,FALSE: ‘NSO’ figures comparing spending budget of 3 ex-presidents,This tweet is a reply to: https://twitter.com/boredpoorguy/status/1477040493666070531,,,,,,,,,
35-206,30/03/23 16:35:38,https://twitter.com/AmokingJuan/status/1497062149918965763,35,Glenn Walter V. Lim,AQNO,False claims about the validity and presidency of Cory Aquino and about the EDSA revolution,"cory aquino 1 trillion, budget",@AmokingJuan,Juan Amoking,For  what will it profit a man (even) if he gains the whole world and loses his own soul? (Mrk 8:36 nkjb),Anonymous,20-Sep,382,36,"National Capital Region, Repub",As in P500B budget for 20yrs ni Marcos BUILT Soo Many Infrastructure compared to 1Trillion ni Cory Aquino for 6yrs na WALAAANG naipagaw? 🤬 kultOng Dilaw. Bulag sa katutuhanan. Pinatay ng NPA ang asawa ng founder nila ibinibintang nila sa iba! 🤣🤣🤣,,"Text, reply",25/02/22 12:13,https://drive.google.com/file/d/1OAb-XBBvi6ZM833ynxs3mPZI7bN-S7tl/view?usp=share_link,Rational,1,0,0,0,,FALSE,FALSE: ‘NSO’ figures comparing spending budget of 3 ex-presidents,This tweet is a reply to: https://twitter.com/amv0108/status/1495899250030706689,,,,,,,,,
35-207,30/03/23 17:20:32,https://twitter.com/nutz_mixed/status/1594704886272503808,35,Glenn Walter V. Lim,AQNO,False claims about the validity and presidency of Cory Aquino and about the EDSA revolution,"cory aquino 1 trillion, budget",@nutz_mixed,MixedNutz🤔,"Whether you like it or not, you'll  get an honest to goodness tweet from me.",Anonymous,20-Jan,728,1207,N/A,"Ferdinand Marcos' 20 years budget was 600 Billion. Cory Aquino's 4 years was 1.3 Trillion.  What data are you talking about, pre? May infra ba na naipatayo si Cory? Si Marcos ay andami.",,"Text, reply",21/11/22 22:50,https://drive.google.com/file/d/1ORRJag2L9I39f6eKSQEeflpAI9H7sP86/view?usp=share_link,Rational,2,0,0,0,,FALSE,FALSE: ‘NSO’ figures comparing spending budget of 3 ex-presidents,This tweet is a reply to: https://twitter.com/AaronYa62437783/status/1594496197011550208,,,,,,,,,
35-208,3/30/23 19:17,https://twitter.com/kimmyEfAy/status/1578886926928871424,35,Glenn Walter V. Lim,AQNO,False claims about the validity and presidency of Cory Aquino and about the EDSA revolution,"cory aquino 1 trillion, budget",@kimmyEfAy,Kim f i,"pro government NOW & FOREVER.
my previous account 
@Iam_ButlerKim",Anonymous,21-Sep,714,626,N/A,"Cory Aquino started the ""trillion"" budget. 
For 2 decades of the Marcos, it was only in billions but created LRT,  hospitals and universities,etc

For Cory, Mendiola & Hacienda massacres. Perhaps pocket of Joma to Lalaland!",,"Text, reply",9/10/22 7:15,https://drive.google.com/file/d/130XHN7cel8rTNXx4V0TPaQa9Ujw2ODOL/view?usp=share_link,Rational,19,1,3,0,,FALSE,FALSE: ‘NSO’ figures comparing spending budget of 3 ex-presidents,This tweet is a reply to: https://twitter.com/ChairAndyBau/status/1578734338002145281,,,,,,,,,
35-209,30/03/23 19:22:26,https://twitter.com/Cerbo1Ivan/status/1465905495747678211,35,Glenn Walter V. Lim,AQNO,False claims about the validity and presidency of Cory Aquino and about the EDSA revolution,"cory aquino 1 trillion, budget",@Cerbo1Ivan,Ivan Cerbo,Hindi po ako troll ✌️🤣,Identified,21-Oct,220,120,N/A,And also for almost 20 years of budget he had 400billion how about Cory Aquino 6 yrs as president trillion of budget no more projects what can you say about it?,,"Text, reply",1/12/21 12:48,https://drive.google.com/file/d/1zpiXcYXkGsYUL6Rcs6mnn2VFCdbtPDAY/view?usp=share_link,Rational,0,1,0,0,,FALSE,FALSE: ‘NSO’ figures comparing spending budget of 3 ex-presidents,This tweet is a reply to: https://twitter.com/HiladoMike2016/status/1465835183920193536,,,,,,,,,
35-210,30/03/23 19:28:40,https://twitter.com/todongpnoy/status/1520614010277617664,35,Glenn Walter V. Lim,AQNO,False claims about the validity and presidency of Cory Aquino and about the EDSA revolution,"cory aquino 1 trillion, budget",@todongpnoy,todongpnoy,Y driver,Anonymous,19-Sep,2934,1730,N/A,FEM Budgets for 20years was 950 Billion pesos. Cory Aquino budget for 6 years 1.3 Trillion pesos. Now tell the million and millions of Filipinos what happened? https://t.co/hBmDIVNzJ4,,"Text, URL",1/5/22 12:00,https://drive.google.com/file/d/1H-VC6TPj3FRX-Af1aIjAVj9MOtP34w0K/view?usp=share_link,Rational,1,0,0,0,,FALSE,FALSE: ‘NSO’ figures comparing spending budget of 3 ex-presidents,,,,,,,,,,
35-211,30/03/23 19:34:18,https://twitter.com/PinasAngInaNyo/status/1378603073216593925,35,Glenn Walter V. Lim,AQNO,False claims about the validity and presidency of Cory Aquino and about the EDSA revolution,"cory aquino 1 trillion, budget",@PinasAngInaNyo,Pinas Ang Ina Nyo,P.A.I.N.,Anonymous,18-Nov,716,786,Cesspool,"Q: Magkano nga ba budget na kinuracot ni Cory Aquino?

A: P 1.077 Trillion",,"Text, reply",4/4/21 14:59,https://drive.google.com/file/d/1xSWLypTKd2e6ysRg1dOIz4fRnqExKcYg/view?usp=share_link,Rational,1,0,1,0,,FALSE,FALSE: ‘NSO’ figures comparing spending budget of 3 ex-presidents,Clearly a satirical location,,,,,,,,,
35-212,30/03/23 19:37:11,https://twitter.com/Trigon75277672/status/1492699894104334337,35,Glenn Walter V. Lim,AQNO,False claims about the validity and presidency of Cory Aquino and about the EDSA revolution,"cory aquino 1 trillion, budget",@Trigon75277672,Trigon,Hi there!,Anonymous,21-Dec,0,2,N/A,"Well, if you say our economics was like a ripe fruit but rotten inside. Explain 6 trillion budget of Cory Aquino that people haven't even felt nor seen the economic progress after the Marcos era and during Cory. If I would to choose between 2 evils, I would choose the lesser one.",,"Text, reply",13/02/22 11:19,https://drive.google.com/file/d/17XGXoYh2fp8snccNu_7y3yNv1139UGwO/view?usp=share_link,Rational,0,4,0,0,,FALSE,FALSE: ‘NSO’ figures comparing spending budget of 3 ex-presidents,This tweet is a reply to: https://twitter.com/FamelaAng/status/1492694462187073538,,,,,,,,,
35-213,30/03/23 19:40:38,https://twitter.com/chicotibalas/status/1456615832088240129,35,Glenn Walter V. Lim,AQNO,False claims about the validity and presidency of Cory Aquino and about the EDSA revolution,"cory aquino 1 trillion, budget",@chicotibalas,Chico Tibalas,N/A,Identified,17-Nov,70,42,N/A,"Mali ka yata dear, billions lng ang budget ni marcos with in 21 years. Pero noong si Cory Aquino na ang umupo ( bilang president pero hindi binuto ng tao huh)naging trillions na ang budget ng gobyerno ng pilipinas with in 6 years lng yan huh!",,"Text, reply",5/11/21 21:34,https://drive.google.com/file/d/1h_gAPxL5Qkblfhxz2PORavW_l6hEJzoF/view?usp=share_link,Rational,8,1,1,0,,FALSE,FALSE: ‘NSO’ figures comparing spending budget of 3 ex-presidents,This tweet is a reply to: https://twitter.com/USER83660100/status/1456568419902394380,,,,,,,,,
35-214,30/03/23 19:45:32,https://twitter.com/todongpnoy/status/1521891783109533696,35,Glenn Walter V. Lim,AQNO,False claims about the validity and presidency of Cory Aquino and about the EDSA revolution,"cory aquino 1 trillion, budget",@todongpnoy,todongpnoy,Y driver,Anonymous,19-Sep,2934,1730,N/A,Mas Marami siguro para sa pag unlad ng bansa.BUILD3 programs and more ay tungo sa pag unlad. Thanks PRRD. PH statistics show FEM 20 years budgets was 950 billion pesos. Cory Aquino 6 years 1.3 Trillion pesos. Sino ang nagpalubog ng bayan? Real talk tayo. Watch Coach Jarret on FB. https://twitter.com/EdgarMejillano/status/1521886737617670144,,"Text, URL",5/5/22 0:37,https://drive.google.com/file/d/1BJaMKotNY1uVW2BvnsauNmP9Eu90A0aC/view?usp=share_link,Rational,0,0,0,0,,FALSE,FALSE: ‘NSO’ figures comparing spending budget of 3 ex-presidents,Post has a call to action to watch a certain person on Facebook,,,,,,,,,
35-215,30/03/23 19:49:36,https://twitter.com/Rachellyngf/status/1454123102644817920,35,Glenn Walter V. Lim,AQNO,False claims about the validity and presidency of Cory Aquino and about the EDSA revolution,"cory aquino 1 trillion, budget",@Rachellyngf,RACHEL97,💛🌻🇨🇿,Anonymous,17-Nov,438,42,"Dasmarinas, Calabarzon",How bout the Trillion budget of cory Aquino? Asan na? Anong nagawa nya?,,"Text, reply",30/10/21 00:28,https://drive.google.com/file/d/1JgNZjypDQSrZFbJIxbNvlx8o-DLC66GD/view?usp=share_link,Rational,0,0,0,0,,FALSE,FALSE: ‘NSO’ figures comparing spending budget of 3 ex-presidents,Tweet is a reply to: https://twitter.com/IsselaSantina/status/1454066279699005449,,,,,,,,,
35-216,30/03/23 19:53:26,https://twitter.com/unicachel/status/1451886542981451777,35,Glenn Walter V. Lim,AQNO,False claims about the validity and presidency of Cory Aquino and about the EDSA revolution,"cory aquino 1 trillion, budget",@unicachel,Chel Alintanahin,Daily Thoughts.,Identified,9-Sep,290,60,"Biñan City, Laguna",Daming budget infernes 1.3 Trilyon ba naman nakurakot ng mga dilawan sa anim na taon na termino ni Cory Aquino edi wow. Kayo ang tunay na magnanakaw,,"Text, reply",23/10/21 20:21,https://drive.google.com/file/d/1W5fWen-dV-fSTz8Q79hsELaYkn1QfPiI/view?usp=share_link,Rational,0,2,0,0,,FALSE,FALSE: ‘NSO’ figures comparing spending budget of 3 ex-presidents,Tweet is a reply to: https://twitter.com/TVPatrol/status/1451880839885869071,,,,,,,,,
35-217,30/03/23 19:55:56,https://twitter.com/unicachel/status/1452967904962514944,35,Glenn Walter V. Lim,AQNO,False claims about the validity and presidency of Cory Aquino and about the EDSA revolution,"cory aquino 1 trillion, budget",@unicachel,Chel Alintanahin,Daily Thoughts.,Identified,9-Sep,290,60,"Biñan City, Laguna",Research ka te paminsan minsan. Plus look around. May nagawa ba mga Aquino kundi ibenta yung mga dating nasa Gobyerno. Kaya ang taas ng bayarin sa tubig at kuryente at dahil inalis ng mga Aquino sa gobyerno yan. Mga magnanakaw.,,"Text, reply, image",26/10/21 19:58,https://drive.google.com/file/d/1C6An4WbLcdbYBOenb4PNrePsWoh8pIkL/view?usp=share_link,Rational,0,0,0,0,,FALSE,FALSE: ‘NSO’ figures comparing spending budget of 3 ex-presidents,Tweet is a reply to: a suspended account,,,,,,,,,
35-218,30/03/23 20:00:26,https://twitter.com/StMarkArcanghel/status/1475655178325880833,35,Glenn Walter V. Lim,AQNO,False claims about the validity and presidency of Cory Aquino and about the EDSA revolution,"cory aquino 1 trillion, budget",@StMarkArcanghel,SAINTMARK,Saint Mark The ArcangHell,Anonymous,21-Sep,56,1,N/A,Oo hindi magnanakaw kase yung 1 trillion na budget ni cory aquino  walang wala sa nagawa ng marcos million lang budget ni marcos noon,,"Text, reply",28/12/21 10:29,https://drive.google.com/file/d/19qsoWz2Ej-b5iRednxBH9WMQ3qzcx8J0/view?usp=share_link,Rational,0,0,0,0,,FALSE,FALSE: ‘NSO’ figures comparing spending budget of 3 ex-presidents,Tweet is a reply to: https://twitter.com/KrisAquinoWORLD/status/1475431546815680523,,,,,,,,,
35-219,30/03/23 20:03:01,https://twitter.com/sa4ubbm7/status/1475712990104068102,35,Glenn Walter V. Lim,AQNO,False claims about the validity and presidency of Cory Aquino and about the EDSA revolution,"cory aquino 1 trillion, budget",@sa4ubbm7,𝓐𝓲𝓵𝓮𝓷𝓮 ❤️💚,forever #UNITEAM supporter ✌️👊,Anonymous,16-Apr,3163,3965,Bataan 🇵🇭,"ang laki po pala ng budget ng nanay nyo compared kay FEM na 486B lang in 20 yrs, ano po mga napagawa ng nanay nyo sa 1 trillion na budget?",,"Text, reply, video",28/12/21 14:19,https://drive.google.com/file/d/1msCNcGI35uprcA51PwrNMBIactXiUXFC/view?usp=share_link,Rational,190,16,12,1,,FALSE,FALSE: ‘NSO’ figures comparing spending budget of 3 ex-presidents,Tweet is a reply to: https://twitter.com/KrisAquinoWORLD/status/1475431546815680524 ,,,,,,,,,
35-220,30/03/23 20:10:24,https://twitter.com/Markjustincust1/status/1529269907212619776,35,Glenn Walter V. Lim,AQNO,False claims about the validity and presidency of Cory Aquino and about the EDSA revolution,"cory aquino 1 trillion, budget",@Markjustincust1,Markjustincustodio9@gmail.com,N/A,Anonymous,22-Apr,1,0,N/A,In 20 years nya ang budget na nagastos nya is  600 billion lng si Cory Aquino is 1 trillion peso so sino ang magnanakaw,,"Text, reply",25/05/22 09:15,https://drive.google.com/file/d/1n44ZHTlNz5d4BL4oA_D5HNQUiCOg_zSK/view?usp=share_link,Rational,0,0,0,0,,FALSE,FALSE: ‘NSO’ figures comparing spending budget of 3 ex-presidents,Tweet is a reply to: https://twitter.com/roccopacquito/status/1529263535221796864,,,,,,,,,
35-221,30/03/23 20:11:19,https://twitter.com/MarkMacorol1/status/1504301904565719042,35,Glenn Walter V. Lim,AQNO,False claims about the validity and presidency of Cory Aquino and about the EDSA revolution,"cory aquino 1 trillion, budget",@MarkMacorol1,Mark Macorol,N/A,Identified,21-Feb,53,23,N/A,"Hnd na bebenta ung kwento mo, gatasan ng marcos?😆😆😆... Research mo nga naging BUDGET NG ADMIM NI MARCOS VS CORY AQUINO? Tapos kng anu ano mga NAGAWA? Jan ntn makikita sino talaga magnanakaw?",,"Text, reply",17/03/22 11:41,https://drive.google.com/file/d/1Wti1oX--2IVl8EKKIuNaVVgrGWCh5jp5/view?usp=share_link,Rational,0,5,0,0,,FALSE,FALSE: ‘NSO’ figures comparing spending budget of 3 ex-presidents,Tweet does not directly reference misinformation but alludes to it,,,,,,,,,
35-222,30/03/23 20:17:43,https://twitter.com/MerillesDino/status/1501953864689356804,35,Glenn Walter V. Lim,AQNO,False claims about the validity and presidency of Cory Aquino and about the EDSA revolution,"cory aquino 1 trillion, budget",@MerillesDino,Danilo Merilles Dino,Im a one man woman...till end,Identified,21-Oct,25,15,N/A,Excuse me bakit si Cory Aquino wala ma search ng greatest corruption ever with 1 trillion budget for 6 year with no major accomplishment...but to accused marcos of plunder or magnanakaw...,,"Text, reply",11/3/22 0:11,https://drive.google.com/file/d/1Hwu9jlxMvhfCLtxM869f1vwci0vYp7el/view?usp=share_link,Rational,24,6,1,0,,FALSE,FALSE: ‘NSO’ figures comparing spending budget of 3 ex-presidents,Tweet is a reply to: https://twitter.com/pa_lyds/status/1501892281007509504,,,,,,,,,
35-223,30/03/23 20:26:13,https://twitter.com/ReymelIlagan/status/1507016557133983754,35,Glenn Walter V. Lim,AQNO,False claims about the validity and presidency of Cory Aquino and about the EDSA revolution,"cory aquino 1 trillion, budget",@ReymelIlagan,John Reymel Ilagan,N/A,Identified,21-Oct,0,1,N/A,"6 years , 1 T + ang budget ni Cory Aquino . Ano ang na gawa o ginawa niyang proyekto ? Ibinenta pa niya ang mga ari - arian ng Pamilya Marcos ang mga alahas , mga painting , etc . Ibinenta din niya ang mga property ng Gobyerno ang iba ibinigay laang . Nasaan ang mga pera na -",,"Text, reply",24/03/22 23:28,https://drive.google.com/file/d/1aEo0vCfuqk7PIfUtuiZgUYDa8MvP9GFx/view?usp=share_link,Rational,0,0,0,0,,FALSE,FALSE: ‘NSO’ figures comparing spending budget of 3 ex-presidents,This tweet is a reply to: https://twitter.com/raissawriter/status/1506511546411028481,,,,,,,,,
35-224,3/4/23 14:42,https://twitter.com/Buogz320/status/1504445869600358400,35,Glenn Walter V. Lim,AQNO,False claims about the validity and presidency of Cory Aquino and about the EDSA revolution,"cory aquino 1 trillion, budget",@Buogz320,Erick Bugaoisan,N/A,Identified,21-Nov,3,1,N/A,500 billion peso budget in 20 yrs daming napagawa..1 trillion ni cory aquino in 6 years nga  nga..saan galing yung sinasabi niyong ninakaw?komisyon?e nakatayo pa yung pinagawa ni makoy ilang kalamidad na ang napagdaanan gnagamit pa rin hanggang ngayon pakipalwanag..,,"Text, reply",17/03/22 21:13,https://drive.google.com/file/d/1j-3YZ3ArmkIX5RVib9NfpJLHCEEqShnh/view?usp=share_link,Rational,1,1,0,0,,FALSE,FALSE: ‘NSO’ figures comparing spending budget of 3 ex-presidents,This tweet is a reply to: https://twitter.com/roselio24630976/status/1504294035585871872,,,,,,,,,
